date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:43:13	45001/45001	---M-Z	200	added ('OK')	text/javascript	etag:%22c5d6ecfde6d9b538c5e22e518d8f4fcd%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-e6651e2bf68c00867f43-min.en-US.js	C:/ranil%20and%20sam%20website/bang%20bang/test/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-e6651e2bf68c00867f43-min.en-US.js	(from https://www.fortworthbarbershop.com/cart)
13:43:19	1301095/1301095	---M-Z	200	added ('OK')	text/css	date:Tue,%2004%20Jun%202024%2005:43:15%20GMT	https://static1.squarespace.com/static/versioned-site-css/5f0087fc0414060b9b15c82d/55/5c5a519771c10ba3470d8101/5f0087fc0414060b9b15c847/1529/site.css	C:/ranil%20and%20sam%20website/bang%20bang/test/static1.squarespace.com/static/versioned-site-css/5f0087fc0414060b9b15c82d/55/5c5a519771c10ba3470d8101/5f0087fc0414060b9b15c847/1529/site.css	(from https://www.fortworthbarbershop.com/cart)
13:43:23	15243/15243	---M--	200	added ('OK')	image/png	etag:CNH4u/TdiusCEAE=	https://images.squarespace-cdn.com/content/v1/5f0087fc0414060b9b15c82d/1595216311985-HFW1CO48JDWIC6JA1V2F/Divider.png	C:/ranil%20and%20sam%20website/bang%20bang/test/images.squarespace-cdn.com/content/v1/5f0087fc0414060b9b15c82d/1595216311985-HFW1CO48JDWIC6JA1V2F/Divider.png	(from https://www.fortworthbarbershop.com/services)
13:43:27	263499/263499	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jun%202024%2005:43:15%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.951f531f248730580867fa534b60d99a.js	C:/ranil%20and%20sam%20website/bang%20bang/test/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.951f531f248730580867fa534b60d99a.js	(from https://www.fortworthbarbershop.com/cart)
13:43:53	153878/153878	---M--	200	added ('OK')	image/jpeg	etag:CPfSg6uS1/0CEAE=	https://images.squarespace-cdn.com/content/v1/5f0087fc0414060b9b15c82d/dae0101f-96cd-4529-8dda-a79aed6c4047/KH-FWBarberShop-2A8A0049.jpg	C:/ranil%20and%20sam%20website/bang%20bang/test/images.squarespace-cdn.com/content/v1/5f0087fc0414060b9b15c82d/dae0101f-96cd-4529-8dda-a79aed6c4047/KH-FWBarberShop-2A8A0049.jpg	(from https://www.fortworthbarbershop.com/about)
13:44:00	251152/251152	---M--	200	added ('OK')	image/jpeg	etag:CJWen8id1/0CEAE=	https://images.squarespace-cdn.com/content/v1/5f0087fc0414060b9b15c82d/65ad5b84-3a36-4b31-9baa-ec3b84193a2e/KH-FWBarberShop-2A8A9933.jpg	C:/ranil%20and%20sam%20website/bang%20bang/test/images.squarespace-cdn.com/content/v1/5f0087fc0414060b9b15c82d/65ad5b84-3a36-4b31-9baa-ec3b84193a2e/KH-FWBarberShop-2A8A9933.jpg	(from https://www.fortworthbarbershop.com/services)
13:44:09	351754/351754	---M--	200	added ('OK')	image/jpeg	etag:CMmwt66V1/0CEAE=	https://images.squarespace-cdn.com/content/v1/5f0087fc0414060b9b15c82d/fae4763d-a1df-4f65-9e0f-d0a1c9ad2b5f/KH-FortWorthBarberShop-4238.jpg	C:/ranil%20and%20sam%20website/bang%20bang/test/images.squarespace-cdn.com/content/v1/5f0087fc0414060b9b15c82d/fae4763d-a1df-4f65-9e0f-d0a1c9ad2b5f/KH-FortWorthBarberShop-4238.jpg	(from https://www.fortworthbarbershop.com/services)
13:44:10	114325/114325	---M--	200	added ('OK')	image/jpeg	etag:CMCAmZaT1/0CEAE=	https://images.squarespace-cdn.com/content/v1/5f0087fc0414060b9b15c82d/ea18aa4f-0034-42ac-bb79-8f139734d3d4/KH-FortWorthBarberShop-4187.jpg	C:/ranil%20and%20sam%20website/bang%20bang/test/images.squarespace-cdn.com/content/v1/5f0087fc0414060b9b15c82d/ea18aa4f-0034-42ac-bb79-8f139734d3d4/KH-FortWorthBarberShop-4187.jpg	(from https://www.fortworthbarbershop.com/contact)
13:44:16	1639570/1639570	---M-Z	200	added ('OK')	text/javascript	etag:%22709e02c9117f27383f6cc147854e4c13%22	http://assets.squarespace.com/universal/scripts-compressed/common-bdca6ed81994522c15f5-min.en-US.js	C:/ranil%20and%20sam%20website/bang%20bang/test/assets.squarespace.com/universal/scripts-compressed/common-bdca6ed81994522c15f5-min.en-US.js	(from https://www.fortworthbarbershop.com/cart)
13:44:17	220342/220342	---M--	200	added ('OK')	image/jpeg	etag:CKeRlP2T1/0CEAE=	https://images.squarespace-cdn.com/content/v1/5f0087fc0414060b9b15c82d/12b52057-e5ad-4c66-9d9a-73d2e8a2098c/KH-FWBarberShop-2A8A0033.jpg	C:/ranil%20and%20sam%20website/bang%20bang/test/images.squarespace-cdn.com/content/v1/5f0087fc0414060b9b15c82d/12b52057-e5ad-4c66-9d9a-73d2e8a2098c/KH-FWBarberShop-2A8A0033.jpg	(from https://www.fortworthbarbershop.com/contact)
